Vehicle condition,Category,Vehicle Number,Origin,Mileage,Cubic Capacity,Power,Fuel,Number of Seats,Door Count,Transmission,Emission Class,Emissions Sticker,First Registration,HU,Climatisation,Parking sensors,Airbags,Colour (Manufacturer),Colour,Interior Design,price,Make,Number of Vehicle Owners,Cylinders
Used vehicle,Van / Minibus,3,,140285.0,1968.0,75.0,Diesel,6.0,4/5,Manual gearbox,Euro6,,10/2015,07/2026,A/C (man.),Rear,Front Airbags,Candy-Weiß,White,"Other, Grey",15500.0,Volkswagen,1.0,
Used vehicle,Saloon,25049,German edition,99800.0,1984.0,162.0,Petrol,4.0,2/3,Automatic,Euro6,,05/2015,04/2026,"Automatic climatisation, 2 zones","Front, Rear",,Oryxweiß Perlmutteffekt,White Metallic,"Velour, Grey",23490.0,Volkswagen,2.0,4.0
"Used vehicle, Accident-free",Saloon,,German edition,82112.0,1395.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),09/2014,01/2026,"Automatic climatisation, 2 zones","Front, Camera, Rear",Front and Side and More Airbags,deep black perleffekt,Black Metallic,"Cloth, Black",13345.0,Volkswagen,2.0,4.0
Used vehicle,Saloon,,German edition,74000.0,1197.0,81.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),11/2014,New,Automatic air conditioning,"Front, Self-steering systems, Rear",Front and Side and More Airbags,Night Blue Metallic,Blue Metallic,"Cloth, Black",14550.0,Volkswagen,1.0,4.0
"Used vehicle, Accident-free",Cabriolet / Roadster,,,146000.0,1197.0,77.0,Petrol,5.0,2/3,Manual gearbox,Euro5,4 (Green),03/2012,New,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,Deep Black Perleffekt,Black Metallic,"Cloth, Black",8900.0,Volkswagen,1.0,
"Used vehicle, Accident-free",Estate Car,,German edition,99000.0,1984.0,162.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),11/2017,08/2026,"Automatic climatisation, 3 zones","Camera, Rear, Front",Front and Side and More Airbags,Pyritsilber Metallic,Silver Metallic,"Full leather, Black",24990.0,Volkswagen,2.0,4.0
Used vehicle,Van / Minibus,,,86000.0,1197.0,63.0,Petrol,5.0,4/5,Manual gearbox,Euro5,4 (Green),11/2014,New,A/C (man.),"Front, Rear",Front and Side and More Airbags,Night Blue Metallic,Blue Metallic,"Cloth, Black",23450.0,Volkswagen,,4.0
Used vehicle,Saloon,,German edition,75000.0,1984.0,180.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),10/2017,10/2026,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Deep Black Perleffekt,Black Metallic,Black,19990.0,Volkswagen,,4.0
"Used vehicle, Accident-free",Estate Car,,,81256.0,1498.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),10/2017,New,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Deep Black Perleffekt,Black Metallic,"Cloth, Black",19990.0,Volkswagen,,
Used vehicle,Small Car,,,109868.0,1390.0,90.0,Petrol,5.0,4/5,Manual gearbox,Euro5,4 (Green),01/2014,New,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,Kaschmirbraun Metallic,Brown Metallic,"Cloth, Grey",9980.0,Volkswagen,2.0,4.0
Used vehicle,Small Car,,,113500.0,1395.0,92.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),03/2015,05/2025,"Automatic climatisation, 2 zones","Front, Rear, Camera",Front and Side and More Airbags,Deep Black Perleffekt,Black Metallic,"Full leather, Black",14900.0,Volkswagen,2.0,4.0
Used vehicle,Van / Minibus,9466AD,German edition,112827.0,1395.0,110.0,Petrol,7.0,4/5,Automatic,Euro6,4 (Green),06/2017,New,"Automatic climatisation, 3 zones","Rear, Front",Front and Side and More Airbags,Deep Black Perleffekt,Black,"Cloth, Black",21990.0,Volkswagen,,
"Used vehicle, Accident-free",Saloon,687709,German edition,98200.0,1498.0,96.0,Petrol,5.0,4/5,Manual gearbox,Euro6d-TEMP,4 (Green),05/2019,04/2026,"Automatic climatisation, 2 zones","Front, Self-steering systems, Camera, Rear",Front and Side and More Airbags,tornadorot,Red,"Cloth, Black",16470.0,Volkswagen,1.0,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,87870,German edition,81500.0,1984.0,132.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),08/2017,07/2026,"Automatic climatisation, 3 zones","Front, Rear",Front and Side and More Airbags,Indiumgrau Metallic,Grey Metallic,"Alcantara, Black",22790.0,Volkswagen,1.0,
"Used vehicle, Accident-free",Cabriolet / Roadster,,German edition,100000.0,1390.0,90.0,Petrol,5.0,2/3,Manual gearbox,Euro5,4 (Green),04/2012,New,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Tungsten Silver Metallic,Silver Metallic,"Alcantara, Black",9950.0,Volkswagen,3.0,4.0
"Used vehicle, Accident-free",Van / Minibus,911279,German edition,106505.0,1395.0,92.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),04/2017,New,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Tungsten Silver Metallic,Grey Metallic,"Part leather, Black",15990.0,Volkswagen,2.0,4.0
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,,German edition,109012.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),11/2015,09/2025,"Automatic climatisation, 2 zones","Camera, Rear",Front and Side and More Airbags,Pure White,White Metallic,"Cloth, Black",15990.0,Volkswagen,3.0,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,0086E,German edition,96219.0,1395.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),12/2017,New,"Automatic climatisation, 3 zones","Front, Rear",Front and Side and More Airbags,Indiumgrau Metallic,Grey Metallic,"Cloth, Black",20990.0,Volkswagen,,
"Used vehicle, Accident-free",Saloon,VW Golf Sportsvan,German edition,80000.0,1395.0,92.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),05/2016,10/2025,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Pure White,White Metallic,"Alcantara, Black",14999.0,Volkswagen,1.0,4.0
"Used vehicle, Accident-free",Saloon,,,100000.0,1968.0,135.0,Diesel,5.0,4/5,Automatic,Euro6,4 (Green),12/2014,04/2026,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Carbon Steel Grey Metallic,Grey Metallic,"Cloth, Black",17900.0,Volkswagen,1.0,4.0
Used vehicle,Cabriolet / Roadster,,German edition,73071.0,1390.0,118.0,Petrol,5.0,2/3,Manual gearbox,Euro5,,01/2015,,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,Pure White,White,"Cloth, Black",16890.0,Volkswagen,2.0,4.0
"Used vehicle, Accident-free",Saloon,LED NAVI PDC GTI 6 GANG Performance BMT,German edition,117500.0,1984.0,169.0,Petrol,5.0,2/3,Manual gearbox,Euro6,4 (Green),12/2016,07/2026,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Pure White,White Metallic,"Cloth, Black",16999.0,Volkswagen,2.0,4.0
"Used vehicle, Accident-free",Saloon,,,66000.0,1395.0,110.0,Petrol,5.0,2/3,Manual gearbox,Euro6,4 (Green),08/2016,09/2025,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Tungsten Silver Metallic,Silver Metallic,"Alcantara, Black",13950.0,Volkswagen,1.0,4.0
Used vehicle,Cabriolet / Roadster,Rthel-00562,,60467.0,1984.0,155.0,Petrol,5.0,2/3,Automatic,Euro5,1 (None),07/2014,New,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,tornadorot,Red,"Full leather, Black",17970.0,Volkswagen,2.0,4.0
Used vehicle,Saloon,,German edition,103500.0,1968.0,135.0,Diesel,5.0,4/5,Automatic,Euro6,4 (Green),10/2015,New,"Automatic climatisation, 2 zones","Front, Self-steering systems, Camera, Rear",Front and Side and More Airbags,Deep Black Perleffekt,Black Metallic,"Alcantara, Black",19500.0,Volkswagen,2.0,
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,0294E,German edition,98158.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),01/2018,New,"Automatic climatisation, 3 zones","Rear, Front",Front and Side and More Airbags,Uranograu,Grey,"Cloth, Other",23950.0,Volkswagen,,
"Used vehicle, Accident-free",Saloon,,German edition,126000.0,1984.0,169.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),07/2013,07/2026,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Carbon Steel Grey Metallic,Grey Metallic,"Cloth, Black",16990.0,Volkswagen,2.0,4.0
"Used vehicle, Accident-free",Saloon,W346009,German edition,92240.0,1395.0,92.0,Petrol,5.0,4/5,Manual gearbox,,4 (Green),04/2017,,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Oryxweiß Perlmutteffekt,White,"Other, Black",15480.0,Volkswagen,2.0,
"Used vehicle, Accident-free",Saloon,149962,German edition,74753.0,1395.0,103.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),10/2013,06/2026,"Automatic climatisation, 2 zones","Self-steering systems, Rear, Front, Camera",Front and Side and More Airbags,Oryxweiß Perlmutteffekt,White Metallic,"Alcantara, Black",13999.0,Volkswagen,2.0,4.0
Used vehicle,Saloon,,German edition,117000.0,1395.0,90.0,Petrol,5.0,4/5,Automatic,Euro5,4 (Green),03/2013,04/2026,Automatic air conditioning,"Rear, Front, Self-steering systems",Front and Side and More Airbags,Deep Black Perleffekt,Black Metallic,"Alcantara, Black",14950.0,Volkswagen,2.0,4.0
Used vehicle,Estate Car,0284C,German edition,67321.0,1498.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6d-TEMP,4 (Green),01/2019,New,"Automatic climatisation, 2 zones","Rear, Camera, Front",Front and Side and More Airbags,Deep Black Perlefekt,Black Metallic,"Cloth, Black",20990.0,Volkswagen,,
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,AHR-005810,German edition,69091.0,1968.0,110.0,Diesel,5.0,4/5,Automatic,,1 (None),10/2020,11/2025,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,deep black perleffekt,Black Metallic,"Cloth, Black",26999.0,Volkswagen,1.0,4.0
Used vehicle,Estate Car,,German edition,128000.0,1968.0,110.0,Diesel,5.0,4/5,Manual gearbox,Euro6d-TEMP,4 (Green),07/2020,01/2027,"Automatic climatisation, 3 zones","Front, Camera, Rear",Front and Side and More Airbags,Deep Black Perleffekt,Black Metallic,"Part leather, Black",19490.0,Volkswagen,1.0,4.0
Used vehicle,Estate Car,0380D,German edition,82687.0,999.0,85.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),07/2019,New,"Automatic climatisation, 2 zones","Front, Rear",Driver Airbag,blau,Blue,"Cloth, Other",17990.0,Volkswagen,,
Used vehicle,Van / Minibus,,German edition,97000.0,1390.0,125.0,Petrol,5.0,4/5,Automatic,Euro5,4 (Green),08/2013,11/2026,"Automatic climatisation, 2 zones","Rear, Camera",Front and Side and More Airbags,Deep Black Perleffekt,Black Metallic,"Cloth, Black",13999.0,Volkswagen,1.0,4.0
Used vehicle,Saloon,AH35,,81639.0,1984.0,180.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),07/2018,New,"Automatic climatisation, 2 zones","Camera, Rear, Front",Front and Side and More Airbags,Dark Iron Blue Metallic,Blue Metallic,"Cloth, Black",22800.0,Volkswagen,2.0,4.0
Used vehicle,Saloon,W069396,German edition,67342.0,1984.0,169.0,Petrol,5.0,4/5,Manual gearbox,,4 (Green),09/2016,,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Deep Black Perleffekt (Schwarz),Black Metallic,"Cloth, Black",20980.0,Volkswagen,,4.0
"Used vehicle, Accident-free",Saloon,,German edition,85000.0,1968.0,162.0,Diesel,5.0,4/5,Automatic,Euro6,4 (Green),05/2018,New,"Automatic climatisation, 2 zones","Rear, Front, Self-steering systems, Camera",Front and Side and More Airbags,Indiumgrau Metallic,Grey Metallic,"Other, Other",23450.0,Volkswagen,2.0,4.0
Used vehicle,Saloon,0329-13,,75500.0,1984.0,180.0,Petrol,5.0,4/5,Automatic,Euro6d-TEMP,4 (Green),09/2019,10/2024,"Automatic climatisation, 2 zones","Rear, Front, Camera",Front and Side and More Airbags,Indiumgrau Metallic,Grey Metallic,Black,23999.0,Volkswagen,,
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,SRS-046073,,83053.0,1968.0,110.0,Diesel,5.0,4/5,Automatic,Euro6d,1 (None),02/2021,03/2026,"Automatic climatisation, 3 zones","Front, Self-steering systems, Camera, Rear",Front and Side and More Airbags,pure white,White,"Full leather, Black",28950.0,Volkswagen,1.0,4.0
Used vehicle,Saloon,W008429,German edition,93390.0,1498.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),07/2017,New,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Oryxweiß Perlmutteffekt,White Metallic,"Cloth, Black",15920.0,Volkswagen,2.0,4.0
Used vehicle,Saloon,,,97265.0,1968.0,110.0,Diesel,5.0,4/5,Manual gearbox,Euro5,4 (Green),03/2014,New,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,Pure White,White Metallic,Black,12950.0,Volkswagen,,4.0
Used vehicle,Saloon,LA38949,German edition,73175.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),12/2015,New,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Limestone Grey Metallic,Grey Metallic,"Cloth, Black",15480.0,Volkswagen,1.0,
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,73,German edition,85956.0,1984.0,132.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),10/2017,10/2026,"Automatic climatisation, 3 zones","Front, Camera, Rear",Front and Side and More Airbags,Atlantic Blue Metallic,Blue Metallic,"Cloth, Grey",24950.0,Volkswagen,,4.0
Used vehicle,Saloon,81NRWER,German edition,90905.0,1984.0,228.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),05/2018,New,"Automatic climatisation, 2 zones","Front, Rear, Camera",Front and Side and More Airbags,Kurkumagelb Metallic,Yellow Metallic,"Cloth, Black",24950.0,Volkswagen,3.0,4.0
"Used vehicle, Accident-free",Saloon,099443-,German edition,113400.0,1197.0,81.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),05/2015,New,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Uranograu,Grey,"Cloth, Black",13900.0,Volkswagen,2.0,4.0
Used vehicle,Saloon,AC-GW4958,German edition,100559.0,1984.0,169.0,Petrol,5.0,2/3,Manual gearbox,Euro6,4 (Green),10/2017,New,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,Pure White,White,"Cloth, Black",17889.0,Volkswagen,2.0,
"Used vehicle, Accident-free",Van / Minibus,,German edition,99419.0,1390.0,90.0,Petrol,5.0,4/5,Automatic,Euro5,4 (Green),01/2012,New,"Automatic climatisation, 2 zones",,Front and Side and More Airbags,Kaschmirbraun,Brown Metallic,"Cloth, Black",9990.0,Volkswagen,3.0,4.0
Used vehicle,Saloon,4232-25_56929,,66800.0,1395.0,92.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),06/2018,New,A/C (man.),"Front, Rear",Front and Side and More Airbags,Kurkumagelb Metallic,Yellow Metallic,"Cloth, Black",17790.0,Volkswagen,2.0,4.0
"Used vehicle, Accident-free",Saloon,,,75250.0,1984.0,195.0,Petrol,5.0,4/5,Automatic,Euro6,,06/2016,07/2025,"Automatic climatisation, 3 zones","Rear, Camera",Front and Side and More Airbags,,White Metallic,"Cloth, Black",28900.0,Volkswagen,2.0,
Used vehicle,Saloon,,,88351.0,1984.0,147.0,Petrol,5.0,2/3,Automatic,Euro5,4 (Green),07/2012,09/2026,Automatic air conditioning,Rear,Front and Side and More Airbags,,Black Metallic,Cloth,12900.0,Volkswagen,2.0,4.0
Used vehicle,Cabriolet / Roadster,,,88321.0,1197.0,77.0,Petrol,5.0,2/3,Manual gearbox,Euro5,4 (Green),01/2015,New,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,Deep Black Perleffekt,Black Metallic,"Cloth, Black",12790.0,Volkswagen,1.0,4.0
"Used vehicle, Accident-free",Saloon,64006,German edition,74987.0,1984.0,169.0,Petrol,5.0,2/3,Automatic,,,11/2016,08/2026,"Automatic climatisation, 2 zones","Front, Self-steering systems, Camera, Rear",Front and Side and More Airbags,Tornadorot,Red Metallic,"Cloth, Black",17890.0,Volkswagen,,4.0
"Used vehicle, Accident-free",Van / Minibus,2704,German edition,97000.0,999.0,85.0,Petrol,5.0,4/5,Manual gearbox,Euro6d-TEMP,4 (Green),04/2019,New,"Automatic climatisation, 2 zones","Front, Rear, Self-steering systems",Front and Side and More Airbags,Indiumgrau Metallic,Grey Metallic,"Cloth, Black",15900.0,Volkswagen,,3.0
"Used vehicle, Accident-free",Saloon,,,79989.0,1395.0,90.0,Petrol,5.0,4/5,Automatic,Euro5,4 (Green),12/2013,11/2026,Automatic air conditioning,"Self-steering systems, Front, Rear",Front and Side and More Airbags,Tungsten Silver Metallic,Silver Metallic,"Cloth, Black",13999.0,Volkswagen,2.0,4.0
Used vehicle,Saloon,B363_10236,German edition,108239.0,1598.0,77.0,Diesel,5.0,4/5,Automatic,Euro5,4 (Green),07/2014,08/2025,"Automatic climatisation, 2 zones","Rear, Self-steering systems, Front",Front and Side and More Airbags,Reflex Silver Metallic,Silver Metallic,"Cloth, Black",13490.0,Volkswagen,2.0,
Used vehicle,Saloon,5141-30,German edition,75800.0,1984.0,180.0,Petrol,5.0,4/5,Automatic,,,09/2019,New,"Automatic climatisation, 2 zones","Front, Rear, Self-steering systems",Front and Side and More Airbags,Atlantik Blue Metallic,Blue Metallic,"Full leather, Black",24790.0,Volkswagen,1.0,
Used vehicle,Estate Car,96,,89000.0,1395.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),08/2015,New,"Automatic climatisation, 2 zones","Self-steering systems, Rear, Front",Front and Side and More Airbags,Limestone Grey Metallic,Grey Metallic,"Cloth, Black",13999.0,Volkswagen,1.0,
"Used vehicle, Accident-free",Saloon,33213,,72350.0,1498.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6d-TEMP,4 (Green),04/2019,05/2026,"Automatic climatisation, 2 zones","Self-steering systems, Rear, Front",Front and Side and More Airbags,deep black perleffekt (schwarz),Black Metallic,"Velour, Black",19430.0,Volkswagen,2.0,4.0
Used vehicle,Saloon,,,95000.0,1395.0,92.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),08/2015,08/2026,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,Deep Black Perleffekt,Black Metallic,"Cloth, Black",13799.0,Volkswagen,,4.0
Used vehicle,Saloon,,German edition,87514.0,1395.0,92.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),05/2016,New,Automatic air conditioning,"Rear, Front",Front and Side and More Airbags,Deep Black Perleffekt,Black Metallic,"Cloth, Black",14980.0,Volkswagen,2.0,4.0
"Used vehicle, Accident-free",Cabriolet / Roadster,,German edition,68000.0,1984.0,155.0,Petrol,5.0,2/3,Manual gearbox,Euro5,4 (Green),04/2015,New,"Automatic climatisation, 2 zones",Rear,Front and Side and More Airbags,Deep Black Perleffekt,Black Metallic,"Cloth, Black",16999.0,Volkswagen,,
"Used vehicle, Accident-free",Cabriolet / Roadster,,German edition,105300.0,1197.0,77.0,Petrol,5.0,2/3,Manual gearbox,,,08/2014,08/2025,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Deep Black Perleffekt,Black Metallic,"Cloth, Black",13450.0,Volkswagen,1.0,4.0
"Used vehicle, Accident-free",Saloon,,,98150.0,1498.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6d-TEMP,4 (Green),12/2019,New,"Automatic climatisation, 3 zones","Front, Rear",Front and Side and More Airbags,Delfingrau Metallic,Grey Metallic,"Cloth, Black",18530.0,Volkswagen,2.0,4.0
"Used vehicle, Accident-free",Saloon,,,97000.0,1197.0,63.0,Petrol,5.0,2/3,Manual gearbox,Euro6,4 (Green),12/2014,03/2026,Automatic air conditioning,Rear,Front and Side and More Airbags,Deep Black Perleffekt,Black Metallic,"Cloth, Black",12490.0,Volkswagen,2.0,4.0
Used vehicle,Saloon,0249F,German edition,77669.0,1498.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),09/2019,New,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,weiss,White,"Alcantara, Black",19950.0,Volkswagen,,
"Used vehicle, Accident-free",Van / Minibus,,German edition,88700.0,1395.0,92.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),04/2015,03/2026,Automatic air conditioning,"Rear, Front",Front and Side and More Airbags,Tungsten Silver Metallic,Silver Metallic,"Cloth, Black",13700.0,Volkswagen,1.0,4.0
Used vehicle,Estate Car,0189C,German edition,54099.0,1395.0,92.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),05/2016,New,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Schwarz,Black,"Part leather, Grey",16950.0,Volkswagen,,
"Used vehicle, Accident-free",Saloon,P058,German edition,81279.0,1197.0,63.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),04/2016,,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Oryxweiß Perlmutteffekt,White Metallic,"Cloth, Black",14490.0,Volkswagen,2.0,4.0
"Used vehicle, Accident-free",Estate Car,2951,,103342.0,1395.0,90.0,Petrol,5.0,4/5,Automatic,,,10/2013,New,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Reflexsilber,Silver Metallic,"Cloth, Black",12370.0,Volkswagen,3.0,4.0
"Used vehicle, Accident-free",Saloon,,German edition,118700.0,1984.0,169.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),05/2017,08/2026,Automatic air conditioning,"Rear, Front, Camera",Front and Side and More Airbags,Tornadorot,Red,"Alcantara, Black",19990.0,Volkswagen,2.0,4.0
"Used vehicle, Accident-free",Saloon,044308FF,German edition,86987.0,1984.0,228.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),08/2017,New,"Automatic climatisation, 2 zones","Rear, Front, Camera",Front and Side and More Airbags,Atlantic Blue Metallic,Blue Metallic,"Cloth, Black",29490.0,Volkswagen,2.0,4.0
